plan_id,crop_id,total_weightage,cmpl_total_weightage,primary_output,block_area,weight_score,yield_per_acre,stage_0_weight,cmpl_stage_0_weight,stage_1_weight,cmpl_stage_1_weight,stage_2_weight,cmpl_stage_2_weight,stage_3_weight,cmpl_stage_3_weight,stage_4_weight,cmpl_stage_4_weight,stage_5_weight,cmpl_stage_5_weight,stage_6_weight,cmpl_stage_6_weight,stage_7_weight,cmpl_stage_7_weight,stage_8_weight,cmpl_stage_8_weight,stage_9_weight,cmpl_stage_9_weight,seed_type,est_yld_per_acre,range_from,range_to
2701,801,468.75,323.75,8000,0.5,0.690666,16000,0,0,11.25,6.25,15,12.5,88.5,71.5,259,188.5,95,45,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3006,888,272.5,196.5,8439,0.75,0.7211,11252,0,0,13.75,8.75,12.5,10,118,91,88,78,39,7.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1729,857,149.25,60.75,486,1.4,0.407035,347.1428571,0,0,13.75,8.75,12.5,7.5,80.5,39.5,42.5,5,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
277,827,124.25,58.75,500,3,0.472837,166.6666667,0,0,11.25,11.25,12.5,12.5,93,35,0,0,7.5,0,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2725,824,83.25,68.25,3.6,0.75,0.819819,4.8,0,0,16.25,8.75,7.5,7.5,52,52,0,0,7.5,0,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1548,227,298.75,264.75,2000,0.25,0.886192,8000,0,0,12.25,12.25,12.5,10,91,82.5,128,105,55,55,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2228,354,352.75,327.75,1000,1,0.929128,1000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,156.5,80,70,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
2997,812,201.25,143.75,1000,0.25,0.714285,4000,0,0,6.25,6.25,10,10,82.5,77.5,77.5,40,25,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2499,841,383.75,306.25,7192,1,0.798045,7192,32.5,25,13.75,8.75,12.5,10,58.5,56.5,186.5,161,80,45,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3159,801,308.25,236.75,2697,0.5,0.768045,5394,0,0,8.75,8.75,10,10,62.5,57.5,149.5,120.5,77.5,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3870,456,337.25,146.75,16,2,0.435137,8,0,0,16.75,11.75,12.5,10,98,83,110,22,100,20,0,0,0,0,0,0,0,0,Variety,8093.73,6070.29,10117.16
1848,812,210.75,178.75,6000,1,0.848161,6000,0,0,11.25,6.25,12.5,10,60,53,94.5,89.5,32.5,20,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1324,813,252.75,242.75,4775,0.5,0.960435,9550,0,0,16.25,11.25,7.5,5,83.5,83.5,88,88,57.5,55,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2908,358,526.75,461.75,3000,0.35,0.876601,8571.428571,0,0,9.75,7.25,17.5,15,115,115,292,269.5,92.5,55,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
3192,357,607.25,376.75,1000,0.5,0.620419,2000,0,0,17.25,14.75,15,12.5,125.5,125.5,334.5,174,115,50,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1818,358,424.75,419.75,15000,1,0.988228,15000,0,0,9.75,7.25,17.5,15,83.5,83.5,234,234,80,80,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2655,869,325.25,206.25,1187,1,0.634127,1187,0,0,13.75,6.25,10,7.5,149,97.5,61,35,91.5,60,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
1950,869,345.75,219.75,280,0.94,0.635574,297.8723404,0,0,13.75,6.25,10,7.5,129,67.5,64.5,54.5,128.5,84,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
2810,841,475.25,414.25,1105,0.75,0.871646,1473.333333,0,0,11.25,6.25,15,12.5,86,86,268,237,95,72.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3227,886,356.75,234.25,5125,0.33,0.656622,15530.30303,0,0,13.75,8.75,12.5,7.5,105.5,66.5,157.5,106.5,67.5,45,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
888,811,227,194,1465,0.5,0.854625,2930,36.25,36.25,11.25,6.25,12.5,10,60,52,79.5,74.5,27.5,15,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
3427,858,145.25,127.75,390,1.2,0.879518,325,0,0,16.25,11.25,7.5,7.5,74,74,0,0,47.5,35,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1551,351,121.25,93.25,20000,1,0.769072,20000,0,0,9.75,9.75,15,7.5,56,45.5,30.5,30.5,10,0,0,0,0,0,0,0,0,0,Variety,12140.59,8093.73,16187.45
1147,133,270.75,177.25,380,0.5,0.654662,760,0,0,9.75,4.75,16.5,7.5,59,37.5,105.5,67.5,80,60,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
273,808,161,131,1678,1.5,0.813664,1118.666667,0,0,11,11,12.5,12.5,88,68,44,34,5.5,5.5,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2763,859,121,94.5,5198,2.5,0.780991,2079.2,0,0,15,10,12.5,10,51,47,0,0,42.5,27.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3160,811,182.5,172.5,8472,0.75,0.945205,11296,23.75,23.75,6.25,1.25,10,10,50,50,67.5,62.5,25,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2204,354,352.75,337.75,1500,0.5,0.957476,3000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,161.5,80,75,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1939,856,331,203.5,161,0.94,0.614803,171.2765957,0,0,17.5,7.5,12.5,7.5,98,58,123.5,101,79.5,29.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2015,816,301.5,265,3082,0.5,0.878938,6164,0,0,17.5,7.5,12.5,10,98,86.5,146,136,27.5,25,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2174,352,128.75,121.25,4000,0.5,0.941747,8000,0,0,9.75,7.25,15,12.5,52.5,50,41.5,41.5,10,10,0,0,0,0,0,0,0,0,Hybrid,14164.02,12140.59,16187.45
3128,884,450.75,430.75,209,2.8,0.955629,74.64285714,0,0,21.25,16.25,10,7.5,113,108,196.5,191.5,110,107.5,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
