plan_id,crop_id,total_weightage,cmpl_total_weightage,primary_output,block_area,weight_score,yield_per_acre,stage_0_weight,cmpl_stage_0_weight,stage_1_weight,cmpl_stage_1_weight,stage_2_weight,cmpl_stage_2_weight,stage_3_weight,cmpl_stage_3_weight,stage_4_weight,cmpl_stage_4_weight,stage_5_weight,cmpl_stage_5_weight,stage_6_weight,cmpl_stage_6_weight,stage_7_weight,cmpl_stage_7_weight,stage_8_weight,cmpl_stage_8_weight,stage_9_weight,cmpl_stage_9_weight,seed_type,est_yld_per_acre,range_from,range_to
823,817,535.5,312.5,134.5,1.5,0.583566,89.66666667,33.75,6.25,11.25,8.75,16.5,10,79,52.5,317.5,210,77.5,25,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
2461,857,154.25,132.25,4778,3,0.857374,1592.666667,0,0,13.75,8.75,12.5,10,80.5,78.5,47.5,35,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
1870,107,246.5,0,850,4,0,212.5,0,0,5,0,28.5,0,57,0,44,0,31.5,0,39.5,0,17.5,0,0,0,23.5,0,Hybrid,7900,2700,13100
1724,870,296.25,238.75,5178,0.75,0.805907,6904,0,0,11.25,6.25,12.5,7.5,65,42,64.5,52.5,143,130.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
217,805,233.25,93.75,1137,2,0.401929,568.5,0,0,13.75,13.75,12.5,10,66,32.5,113.5,27.5,27.5,10,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2261,358,299.25,291.75,3200,1,0.974937,3200,0,0,12.25,9.75,12.5,7.5,67.5,67.5,117,117,90,90,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
899,820,367.25,223.75,100,0.5,0.609257,200,0,0,11.25,8.75,15,12.5,93,75,170.5,107.5,77.5,20,0,0,0,0,0,0,0,0,Variety,24281.18,16187.45,32374.9
1710,853,179.25,129.75,5781,1.25,0.723849,4624.8,0,0,13.75,6.25,10,7.5,36.5,19.5,67,57,52,39.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2035,870,387.25,319.25,3129,1.4,0.824402,2235,0,0,11.25,6.25,12.5,7.5,171,120.5,56.5,56.5,136,128.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
3009,825,278.75,258.75,4664,0.5,0.928251,9328,0,0,8.75,3.75,10,10,90,85,115,115,55,45,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1485,805,178.75,109.25,2000,1,0.611188,2000,0,0,13.75,3.75,12.5,10,61,56.5,64,34,27.5,5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
593,806,390.75,276.25,54,2,0.706973,27,0,0,16.25,13.75,12.5,10,93,70,181.5,102.5,87.5,80,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3442,886,356.75,175.25,173,0.4,0.49124,432.5,0,0,13.75,8.75,12.5,10,105.5,85.5,157.5,56,67.5,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2250,803,434.75,309.75,53.58,1.25,0.712478,42.864,0,0,13.75,6.25,12.5,10,80.5,80.5,195.5,148,132.5,65,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2177,855,289.25,137.25,783,2,0.474503,391.5,0,0,13.75,8.75,12.5,10,66,39.5,88.5,54,108.5,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
3562,859,146,108.5,815,1.2,0.74315,679.1666667,0,0,15,10,12.5,10,71,66,0,0,47.5,22.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3290,889,421.75,262.75,2069,0.5,0.622999,4138,0,0,16.25,11.25,10,7.5,120,91,218,128,57.5,25,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2884,889,391.75,295.75,414,0.4,0.754945,1035,0,0,16.25,11.25,10,7.5,107.5,92.5,198,149.5,60,35,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2393,354,352.75,337.75,2000,1,0.957476,2000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,161.5,80,75,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1231,121,175.25,137.25,280,0.75,0.783166,373.3333333,0,0,4.75,4.75,17.5,15,38.5,22.5,39.5,20,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
616,808,161,33.5,4111,2,0.208074,2055.5,0,0,11,8.5,12.5,5,88,12.5,44,7.5,5.5,0,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3296,888,292.5,219,13813,2,0.748717,6906.5,0,0,13.75,8.75,12.5,10,128,109,98,78,39,12,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
528,808,161,64,4632,2.6,0.397515,1781.538462,0,0,11,8.5,12.5,7.5,88,30,44,15,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2305,861,238.75,126.25,990,1,0.528795,990,0,0,13.75,8.75,10,5,62.5,15,118,90,34.5,7.5,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
3314,858,145.25,107.75,2420,2.6,0.741824,930.7692308,0,0,16.25,11.25,7.5,7.5,74,64,0,0,47.5,25,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1414,133,585.75,524.75,4000,0.5,0.89586,8000,0,0,9.75,9.75,14,7.5,129,105,353,322.5,80,80,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2996,801,399.25,274.25,763,0.5,0.686912,1526,0,0,6.25,6.25,12.5,12.5,78,78,210,152.5,92.5,25,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
843,810,113.5,73.75,276,2,0.649779,138,0,0,15,11.25,12.5,7.5,78.5,50,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2097,805,201.25,184.25,4242,0.75,0.915527,5656,0,0,13.75,8.75,10,7.5,81,79,64,64,32.5,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1512,801,381.25,274.75,123,1,0.720655,123,0,0,11.25,6.25,15,10,71,47.5,201.5,153.5,82.5,57.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2768,801,471.25,302.25,6654,0.5,0.641379,13308,0,0,11.25,1.25,15,12.5,86,86,264,167.5,95,35,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3524,888,287.5,168.75,4545,0.75,0.586956,6060,0,0,13.75,8.75,12.5,10,128,89,93,51,39,10,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3008,801,396.75,306.75,1929,0.5,0.773156,3858,0,0,6.25,6.25,12.5,12.5,75.5,75.5,210,167.5,92.5,45,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2831,811,220.25,208.25,2500,1,0.945516,2500,0,0,11.25,6.25,12.5,10,100,98,69,69,27.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2697,801,458.75,327.75,14758,0.5,0.714441,29516,0,0,11.25,6.25,15,12.5,88.5,86.5,249,177.5,95,45,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2437,811,254.75,209.75,6000,0.5,0.823356,12000,0,0,11.25,6.25,12.5,10,129.5,106.5,69,57,32.5,30,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1318,813,282.75,265.75,531,0.25,0.939876,2124,0,0,13.75,8.75,10,7.5,96,94,105.5,105.5,57.5,50,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3202,889,421.75,192.25,332,3.75,0.455838,88.53333333,0,0,16.25,11.25,10,7.5,120,91,218,72.5,57.5,10,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2276,869,335.25,258.75,1032,0.5,0.771812,2064,0,0,13.75,8.75,10,7.5,144,137.5,71,45,96.5,60,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
478,831,290.5,168.75,961,0.5,0.580895,1922,0,0,13.75,11.25,12.5,10,123,65,125,77.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3263,888,287.5,162.25,2247,1.25,0.564347,1797.6,0,0,13.75,8.75,12.5,10,123,108,98,35.5,39,0,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
330,810,103.5,66.25,2674,0.8,0.640096,3342.5,0,0,15,11.25,12.5,10,68.5,40,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
869,810,113.5,78.75,1559,5,0.693832,311.8,0,0,15,11.25,12.5,10,78.5,52.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2281,354,633.5,237.5,7000,1.5,0.374901,4666.666667,35.75,35.75,9.75,7.25,14,11.5,142.5,142.5,351.5,40.5,80,0,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
606,825,317.25,126.25,137,2,0.397951,68.5,0,0,13.75,11.25,12.5,10,100.5,52.5,133,42.5,57.5,10,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
243,805,228.25,120.75,1990,1,0.529025,1990,0,0,13.75,13.75,12.5,12.5,66,44.5,108.5,40,27.5,10,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1088,301,335.75,250.5,80000,4,0.74609,20000,0,0,0,0,6,6,213,137,100.5,97.5,16.25,10,0,0,0,0,0,0,0,0,Variety,40468.63,36421.76,44515.49
706,831,290.5,120.75,23000,4.75,0.415662,4842.105263,0,0,13.75,8.75,12.5,7.5,128,60,120,39.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3035,888,287.5,220.5,7276,0.5,0.766956,14552,0,0,13.75,8.75,12.5,10,128,113,93,73,39,14.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1307,133,270.75,177.25,30,0.5,0.654662,60,0,0,9.75,9.75,16.5,7.5,59,37.5,105.5,62.5,80,60,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1981,811,232.25,178.25,8585,0.75,0.767491,11446.66667,0,0,11.25,6.25,12.5,10,109.5,90.5,61.5,56.5,37.5,15,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
790,835,310.25,103.25,1058,0.5,0.332796,2116,0,0,16.25,11.25,10,5,107.5,32.5,144,39.5,32.5,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1911,867,131.25,106.75,3151,1.4,0.813333,2250.714286,0,0,11.25,6.25,12.5,10,97.5,83,0,0,10,7.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2789,351,206.25,198.75,10000,1,0.963636,10000,0,0,9.75,7.25,15,12.5,100,97.5,71.5,71.5,10,10,0,0,0,0,0,0,0,0,Hybrid,23269.46,20234.31,26304.61
802,835,295.25,85.75,1276,2.6,0.290431,490.7692308,0,0,16.25,13.75,10,5,102.5,32.5,134,29.5,32.5,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2828,859,143.5,111,5992,3,0.773519,1997.333333,0,0,15,10,12.5,10,68.5,58.5,0,0,47.5,32.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2974,806,343.75,306.25,3000,1,0.890909,3000,0,0,11.25,11.25,12.5,12.5,65,65,170,152.5,85,65,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2698,811,199.5,177,13808,2,0.887218,6904,36.25,33.75,11.25,6.25,12.5,10,45,45,67,57,27.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1942,801,373.75,299.75,2000,0.75,0.802006,2666.666667,0,0,11.25,6.25,15,12.5,66,47,199,174,82.5,60,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3355,358,299.25,249.25,800,0.5,0.832915,1600,0,0,12.25,9.75,12.5,7.5,67.5,67.5,117,109.5,90,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1974,857,154.25,87.75,1899,0.4,0.568881,4747.5,0,0,13.75,3.75,12.5,10,85.5,64,42.5,10,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
2890,805,250.75,220.75,5230,0.5,0.880358,10460,0,0,13.75,8.75,10,7.5,71,71,133.5,128.5,22.5,5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1323,805,240.75,220.75,4065,0.5,0.916926,8130,0,0,13.75,8.75,12.5,10,66,66,121,121,27.5,15,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1173,209,190.25,147.25,65000,1.5,0.773981,43333.33333,0,0,9.75,9.75,12.5,11,21.5,14,58.5,47.5,73,50,15,15,0,0,0,0,0,0,Variety,45527.21,40468.63,50585.78
3433,884,450.75,367.75,3,2,0.815862,1.5,0,0,21.25,11.25,10,7.5,108,94,201.5,185,110,70,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
3417,885,447.25,337.75,720,2.6,0.75517,276.9230769,0,0,21.25,16.25,12.5,10,122.5,91,184,150.5,107,70,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1891,857,149.25,43.25,2662,2.6,0.289782,1023.846154,0,0,13.75,6.25,12.5,7.5,80.5,24.5,42.5,5,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
3489,883,660.25,221.25,188,0.5,0.3351,376,0,0,13.75,8.75,12.5,10,95.5,71.5,313.5,86,225,45,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1348,835,342.75,156.75,240,0.5,0.45733,480,0,0,16.25,11.25,10,5,120,86,164,44.5,32.5,10,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3187,811,196.25,186.25,3656,0.5,0.949044,7312,0,0,6.25,6.25,10,10,90,85,60,60,30,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1712,358,526.75,454.25,3500,0.5,0.862363,7000,0,0,9.75,7.25,17.5,15,115,115,292,262,92.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1715,811,200.25,163.25,7,0.75,0.81523,9.333333333,0,0,11.25,6.25,12.5,10,87.5,70.5,56.5,56.5,32.5,20,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
3297,889,416.75,265.75,4900,2,0.637672,2450,0,0,16.25,11.25,10,7.5,115,100,218,117,57.5,30,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3229,873,388.25,291.75,3229,1,0.751448,3229,0,0,11.25,6.25,15,12.5,98.5,66.5,189,164,74.5,42.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1819,355,374.25,364.25,4500,1,0.973279,4500,0,0,12.25,9.75,12.5,10,130.5,130.5,164,159,55,55,0,0,0,0,0,0,0,0,Hybrid,11128.87,10117.16,12140.59
3407,890,849,381.5,69,0.6,0.449352,115,33.75,31.25,16.25,11.25,12.5,10,95.5,90.5,393.5,133.5,297.5,105,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
1659,812,257,247,5028,1.5,0.961089,3352,36.25,36.25,11.25,6.25,12.5,10,65,65,99.5,99.5,32.5,30,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
91,805,118.25,53.75,2650,2,0.454545,1325,0,0,8.75,8.75,12.5,7.5,36,17.5,53.5,15,7.5,5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
763,808,166,86.5,5035,1.5,0.521084,3356.666667,0,0,11,8.5,12.5,7.5,88,37.5,49,30,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1412,125,161.75,107.25,16,1,0.66306,16,32,17.5,9.75,9.75,20,12.5,60.5,35,29.5,27.5,10,5,0,0,0,0,0,0,0,0,Variety,12140.59,8093.73,16187.45
2755,811,253.75,234.75,17000,0.5,0.925123,34000,0,0,11.25,6.25,12.5,10,138.5,129.5,59,59,32.5,30,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2806,801,461.25,309.25,25000,1.25,0.67046,20000,0,0,11.25,6.25,15,12.5,86,80,254,170.5,95,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2656,869,325.25,161.25,2376,0.5,0.495772,4752,0,0,13.75,8.75,10,7.5,144,82.5,61,37.5,96.5,25,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
2386,824,80.75,43.25,1400,0.5,0.535603,2800,0,0,16.25,6.25,7.5,7.5,49.5,29.5,0,0,7.5,0,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
3022,841,400.75,287.75,3033,0.5,0.718028,6066,0,0,6.25,6.25,12.5,12.5,75.5,75.5,214,153.5,92.5,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2421,354,352.75,305.25,2000,0.5,0.865343,4000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,139,80,65,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
603,807,374.25,252.25,2390,2,0.674014,1195,0,0,21.25,13.75,10,7.5,108,64,147.5,82,87.5,85,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
951,803,325.25,253.25,4531,1.5,0.778631,3020.666667,0,0,16.25,8.75,10,7.5,73,63,128.5,79,97.5,95,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2216,811,215.25,157.25,456,0.5,0.730545,912,0,0,11.25,6.25,12.5,10,100,91,64,40,27.5,10,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
293,67,548.5,39,2,5,0.071103,0.4,0,0,0,0,0,0,327,39,158.5,0,63,0,0,0,0,0,0,0,0,0,Variety,28328.04,16187.45,40468.63
1479,801,376.25,354.25,1933,1.25,0.941528,1546.4,0,0,11.25,6.25,15,12.5,66,62,201.5,193.5,82.5,80,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
937,119,581.75,414.75,2800,0.35,0.712935,8000,0,0,17.25,2.25,17.5,10,116,67.5,316,255,115,80,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2936,889,431.75,289.25,2968,2,0.669947,1484,0,0,16.25,11.25,10,7.5,120,96.5,228,144,57.5,30,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2187,856,331,213.5,1228,1,0.645015,1228,0,0,17.5,12.5,12.5,10,98,84,123.5,94.5,79.5,12.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3013,873,388.25,237.75,4325,0.75,0.612363,5766.666667,0,0,11.25,6.25,15,12.5,100.5,69.5,197,119.5,64.5,30,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2497,812,236.25,184.25,8136,2,0.779894,4068,0,0,11.25,1.25,12.5,10,106.5,104.5,73.5,68.5,32.5,0,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3348,896,883.75,470.5,1175,0.86,0.53239,1366.27907,0,0,13.75,10,12.5,10,95.5,66.5,464.5,219,297.5,165,0,0,0,0,0,0,0,0,Variety,17000,16000,18000
3284,885,482.25,240.25,1000,0.5,0.498185,2000,0,0,18.75,8.75,15,12.5,132.5,106.5,206.5,92.5,109.5,20,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3180,831,290.5,239.25,6271,1,0.82358,6271,0,0,13.75,8.75,12.5,10,118,118,130,97.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3054,825,273.75,186.25,1,0.75,0.680365,1.333333333,0,0,8.75,8.75,10,10,85,85,115,62.5,55,20,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3449,889,391.75,351.75,258,0.8,0.897894,322.5,0,0,16.25,11.25,10,7.5,107.5,92.5,198,183,60,57.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1309,118,247.75,217.25,500,0.15,0.876892,3333.333333,0,0,19.75,17.25,10,7.5,38.5,27.5,49.5,35,130,130,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
587,842,933.25,316.25,8110,2.6,0.338869,3119.230769,0,0,16.25,13.75,12.5,10,88,57.5,479,75,337.5,160,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
2816,853,156.25,146.25,6372,0.5,0.936,12744,0,0,8.75,3.75,7.5,7.5,27.5,27.5,65,60,47.5,47.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1648,859,128.5,44.5,1750,3,0.346303,583.3333333,0,0,15,10,12.5,7.5,58.5,22,0,0,42.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2593,859,141,74.5,2983,2,0.528368,1491.5,0,0,15,10,12.5,10,61,49.5,0,0,52.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2309,860,293.75,180.25,750,1,0.613617,750,0,0,11.25,6.25,12.5,10,102,84,74,55,94,25,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1769,358,526.75,454.25,8500,1,0.862363,8500,0,0,9.75,7.25,17.5,15,115,115,292,262,92.5,55,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
2505,876,472.25,366.75,141.5,0.16,0.776601,884.375,0,0,13.75,8.75,12.5,7.5,133,86,235.5,189.5,77.5,75,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1221,121,400.25,364.75,1440,0.25,0.911305,5760,0,0,9.75,9.75,17.5,15,106,92.5,192,172.5,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
2270,859,136,122,4357,2.8,0.897058,1556.071429,0,0,15,10,12.5,10,61,57,0,0,47.5,45,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3055,812,216.25,158.75,3000,0.75,0.734104,4000,0,0,6.25,6.25,10,10,97.5,92.5,72.5,40,30,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2324,861,243.75,120.75,3150,0.67,0.495384,4701.492537,0,0,13.75,8.75,10,5,67.5,35,118,67,34.5,5,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
2079,869,340.25,184.25,647,0.75,0.541513,862.6666667,0,0,13.75,8.75,10,7.5,149,76,76,54.5,91.5,37.5,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
3399,889,396.75,241.75,320,0.8,0.609325,400,0,0,16.25,11.25,10,7.5,117.5,107.5,193,100.5,60,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
723,817,535.5,332.5,155.5,1,0.620915,155.5,33.75,6.25,11.25,8.75,16.5,10,79,45,317.5,207.5,77.5,55,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1637,860,274.75,201.75,749,0.25,0.734303,2996,0,0,11.25,6.25,12.5,10,60,52,96.5,76.5,94.5,57,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2441,358,526.75,454.75,15000,0.75,0.863312,20000,0,0,9.75,7.25,17.5,15,115,113,292,264.5,92.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
669,125,79.75,59.75,100,0.6,0.749216,166.6666667,0,0,7.25,2.25,7.5,7.5,27.5,25,27.5,20,10,5,0,0,0,0,0,0,0,0,Variety,12140.59,8093.73,16187.45
660,807,374.25,138.75,308,3,0.370741,102.6666667,0,0,21.25,11.25,10,7.5,108,45,147.5,50,87.5,25,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1692,142,165.25,111.25,2400,3,0.673222,800,0,0,0,0,0,0,0,0,117.75,78.75,42.5,32.5,5,0,0,0,0,0,0,0,Variety,2882,764,5000
3573,804,236.25,198.75,1670,1,0.841269,1670,0,0,8.75,3.75,7.5,7.5,65,65,85,77.5,70,45,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3258,885,487.25,225.25,568,1.5,0.462288,378.6666667,0,0,18.75,8.75,15,12.5,132.5,115.5,211.5,73.5,109.5,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1904,870,321.25,176.75,2122,0.5,0.550194,4244,0,0,11.25,6.25,12.5,10,95,82,51.5,46.5,151,32,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1149,140,356.25,287.25,50,1,0.806315,50,0,0,12.25,12.25,12.5,10,118.5,105,158,120,55,40,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1264,808,151,79.5,112,2.3,0.52649,48.69565217,0,0,11,6,10,5,83,41,41.5,24.5,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2580,869,315.25,114.75,1498,0.5,0.363996,2996,0,0,13.75,8.75,10,7.5,139,63.5,56,30,96.5,5,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
3200,357,607.25,376.75,1000,0.5,0.620419,2000,0,0,17.25,14.75,15,12.5,125.5,125.5,334.5,174,115,50,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1469,354,584.25,521.25,7000,0.88,0.892169,7954.545455,0,0,9.75,9.75,14,7.5,135,115.5,345.5,323.5,80,65,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3567,894,294.25,240.25,1772,0.75,0.816482,2362.666667,0,0,16.25,11.25,10,7.5,80.5,71.5,117.5,97.5,70,52.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
983,810,116,57.5,1800,1.2,0.495689,1500,0,0,15,10,12.5,10,81,32.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2934,858,167.75,93.75,1500,2,0.558867,750,0,0,16.25,11.25,7.5,7.5,89,62.5,0,0,55,12.5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1543,841,376.25,292.25,5554,1,0.776744,5554,0,0,11.25,6.25,15,12.5,66,50,201.5,181,82.5,42.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2692,818,302.25,200.75,13910,0.5,0.664185,27820,0,0,11.25,6.25,12.5,10,71.5,69.5,179.5,115,27.5,0,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3260,873,415.75,251.25,1800,1.5,0.604329,1200,32.5,31,11.25,6.25,15,12.5,93.5,78.5,189,103,74.5,20,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3438,890,836.25,457.25,17,2,0.546786,8.5,0,0,18.75,8.75,12.5,10,123,119,384.5,174.5,297.5,145,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
3436,862,178.5,135,130,2,0.756302,65,0,0,11,6,12.5,10,93,61.5,56.5,54.5,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
366,819,209.75,145.75,10000,2,0.694874,5000,0,0,13.75,13.75,10,10,50,35,113.5,72,22.5,15,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
3463,886,321.75,272.25,106,2,0.846153,53,0,0,13.75,8.75,12.5,10,90.5,88.5,137.5,120,67.5,45,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2558,811,220.25,200.25,2217,0.5,0.909194,4434,0,0,11.25,1.25,12.5,10,95,90,69,69,32.5,30,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
